CustomerID,Age,Gender,Geography,Tenure,Balance,NumOfProducts,HasCreditCard,IsActiveMember,EstimatedSalary,Exited,Age_group,Churn Status
100816,56,Male,Australia,3,160372.59,4,0,1,189946.78,0,Middle Age,Retained
100817,31,Female,Canada,5,219229.73,2,1,0,24203.99,0,Adult,Retained
100818,48,Female,UK,5,169014,4,0,0,18186,0,Adult,Retained
100819,75,Male,India,4,89245.92,3,0,0,39744.63,0,Senior,Retained
100820,22,Male,Australia,0,128172.02,1,0,1,131819.09,1,Young,Churned
100821,52,Female,India,2,168936.69,4,0,0,85808.65,0,Middle Age,Retained
100822,40,Male,Australia,4,240063.08,1,1,1,166854.95,0,Adult,Retained
100823,46,Male,USA,5,63417.36,4,1,1,23667.3,0,Adult,Retained
100824,60,Female,India,0,218744.26,1,1,1,47318.68,0,Middle Age,Retained
100825,28,Male,USA,8,231019.45,3,0,1,67005.02,0,Young,Retained
100826,35,Female,India,2,167603.88,1,0,0,129078.72,1,Adult,Churned
100827,64,Male,UK,9,232816.66,3,1,0,140182.81,0,Middle Age,Retained
100828,29,Male,Canada,2,99469.65,3,1,1,33598.63,1,Young,Churned
100829,26,Female,USA,10,238254.04,4,0,0,189322.89,1,Young,Churned
100830,27,Female,Australia,1,175695.72,4,0,1,74798.39,0,Young,Retained
100831,75,Male,UK,7,10501.44,4,0,0,145502.06,0,Senior,Retained
100832,61,Female,India,2,226718.21,3,0,0,109599.47,0,Middle Age,Retained
100833,34,Male,USA,5,121118.2,2,0,0,52324.04,0,Adult,Retained
100834,78,Male,India,1,115081.75,2,1,0,170783.38,0,Senior,Retained
100835,55,Female,India,6,141616.65,3,0,0,165465.23,0,Middle Age,Retained
100836,24,Male,India,3,37346.14,3,1,0,85253.65,0,Young,Retained
100837,63,Male,Canada,8,117291.51,4,0,1,121835.44,1,Middle Age,Churned
100838,30,Female,Canada,9,207781.8,4,1,0,58986.88,0,Adult,Retained
100839,57,Female,Australia,8,3870.61,4,1,0,141071.81,0,Middle Age,Retained
100840,59,Male,USA,6,68229.29,2,1,0,68715.09,0,Middle Age,Retained
100841,26,Female,UK,7,613.65,2,0,1,170374.96,0,Young,Retained
100842,67,Female,UK,2,103927.83,3,0,0,51303.17,0,Senior,Retained
100843,44,Female,UK,10,182078.88,2,0,0,12812.65,1,Adult,Churned
100844,75,Female,India,4,199692.96,4,1,0,61016.53,0,Senior,Retained
100845,19,Male,Canada,1,236297.44,4,1,1,46299.97,0,Young,Retained
100846,22,Male,USA,9,152126.15,4,0,0,106574.42,0,Young,Retained
100847,46,Male,India,6,63656.72,4,1,1,48703.63,0,Adult,Retained
100848,54,Female,Canada,7,231036.99,4,1,1,155006.08,0,Middle Age,Retained
100849,55,Female,Canada,8,193828.94,1,1,0,55860.42,1,Middle Age,Churned
100850,36,Female,USA,10,143607.12,3,1,0,144323.95,1,Adult,Churned
100851,25,Female,USA,10,173910.05,3,0,1,119909.48,0,Young,Retained
100852,65,Female,USA,6,231079.09,2,1,1,197387.47,0,Senior,Retained
100853,62,Female,India,9,178098.51,4,0,0,199981.19,0,Middle Age,Retained
100854,18,Female,Australia,9,92093.63,1,1,0,175209.96,0,Young,Retained
100855,39,Male,USA,7,178257.05,4,1,1,154396.84,0,Adult,Retained
100856,69,Male,Australia,8,10069.54,4,0,1,83426.72,0,Senior,Retained
100857,34,Female,India,5,96603.89,2,1,1,153122.58,0,Adult,Retained
100858,24,Female,Australia,9,101580.76,1,0,1,191768.35,0,Young,Retained
100859,42,Female,UK,1,41709.56,1,0,0,14441.74,0,Adult,Retained
100860,62,Male,Australia,1,5771.37,3,0,1,112203.79,0,Middle Age,Retained
100861,21,Male,USA,3,33345.31,4,0,0,51419.68,0,Young,Retained
100862,53,Female,India,8,163655.37,1,0,1,115996.5,0,Middle Age,Retained
100863,23,Female,USA,6,200572.2,3,0,1,98624.95,0,Young,Retained
100864,77,Male,UK,1,247050.87,1,0,0,119396.03,1,Senior,Churned
100865,48,Male,USA,7,86590.88,4,1,0,114682.82,0,Adult,Retained
100866,36,Male,USA,10,149844.81,3,0,0,192420.34,1,Adult,Churned
100867,78,Male,USA,6,234286.24,1,1,0,114915.36,0,Senior,Retained
100868,61,Female,Canada,8,41760.45,2,1,1,170784.1,0,Middle Age,Retained
100869,71,Male,UK,7,179411.4,1,1,0,70765.85,0,Senior,Retained
100870,56,Male,USA,2,188744.68,4,0,0,93239.13,0,Middle Age,Retained
100871,44,Female,USA,0,22243.88,2,0,0,99378.56,0,Adult,Retained
100872,27,Male,USA,1,215312.35,1,1,1,62958.33,0,Young,Retained
100873,43,Male,India,1,203276.26,1,0,1,82160.15,0,Adult,Retained
100874,36,Male,Canada,3,8350.75,3,1,0,123717.49,0,Adult,Retained
100875,56,Female,India,5,22771.1,4,1,1,120235.68,0,Middle Age,Retained
100876,79,Male,Canada,3,12281.72,1,1,1,130922.72,0,Senior,Retained
100877,20,Female,USA,8,83685.88,1,0,0,76845.4,1,Young,Churned
100878,62,Female,UK,3,127322.25,1,1,1,70007.98,1,Middle Age,Churned
100879,30,Male,Australia,5,133086.93,4,0,0,126207.4,0,Adult,Retained
100880,67,Male,Australia,5,66916.69,2,1,0,35243.73,0,Senior,Retained
100881,45,Male,USA,9,227899.22,4,0,0,58075.99,0,Adult,Retained
100882,79,Male,India,10,92065.7,3,1,1,18004.27,1,Senior,Churned
100883,75,Female,UK,9,11387.54,3,0,0,23796.06,0,Senior,Retained
100884,37,Male,Canada,0,75056.78,4,1,1,56242.82,1,Adult,Churned
100885,45,Male,USA,7,132777.36,1,0,1,13710.56,0,Adult,Retained
100886,25,Male,UK,2,102055.46,1,0,1,56628.01,1,Young,Churned
100887,78,Female,UK,5,68460.63,2,0,1,134445.5,0,Senior,Retained
100888,58,Male,Canada,2,32830.81,4,1,0,21610.34,0,Middle Age,Retained
100889,56,Male,UK,10,204791.13,4,1,0,92979.97,0,Middle Age,Retained
100890,18,Female,India,1,249036.31,1,1,1,183490.67,1,Young,Churned
100891,20,Female,India,4,82385.53,3,0,0,160344.12,1,Young,Churned
100892,30,Male,India,0,95405.26,3,0,1,68033.13,0,Adult,Retained
100893,45,Male,UK,8,154509.38,2,1,1,185713.04,0,Adult,Retained
100894,79,Male,India,10,179610.37,2,1,0,72632.83,0,Senior,Retained
100895,74,Male,Canada,6,98007.38,3,0,1,23777.94,0,Senior,Retained
100896,77,Male,UK,2,226232.38,4,1,0,198870.63,1,Senior,Churned
100897,66,Female,Australia,3,140001,2,0,1,175304.28,0,Senior,Retained
100898,42,Female,UK,5,112597.52,1,0,1,98527.23,0,Adult,Retained
100899,73,Male,Canada,2,161668.19,4,0,1,136611.54,0,Senior,Retained
100900,50,Male,Australia,6,238200.96,1,1,1,137533.33,0,Middle Age,Retained
100901,55,Female,UK,5,198638.07,2,0,0,46951.62,1,Middle Age,Churned
100902,70,Male,India,8,10003.28,3,1,1,48009.24,0,Senior,Retained
100903,23,Male,USA,4,83077.48,2,0,1,99220.33,0,Young,Retained
100904,75,Male,USA,3,117636.17,3,1,0,183198.9,0,Senior,Retained
100905,61,Male,India,2,78629.39,4,1,1,11898.82,0,Middle Age,Retained
100906,62,Male,USA,9,175046.89,2,0,1,158676.07,0,Middle Age,Retained
100907,49,Female,USA,0,206567.29,2,0,1,20930.09,1,Adult,Churned
100908,62,Male,India,2,182836.27,2,0,1,100862.2,0,Middle Age,Retained
100909,78,Male,India,2,247333.32,4,0,1,131195.84,1,Senior,Churned
100910,64,Male,UK,6,68136.91,1,1,1,140484.26,0,Middle Age,Retained
100911,38,Female,UK,6,218747.37,1,1,0,21111.06,1,Adult,Churned
100912,33,Female,India,0,191655.67,3,1,1,89534.69,0,Adult,Retained
100913,71,Female,Canada,2,90544.69,2,1,0,120929.08,0,Senior,Retained
100914,38,Female,USA,7,183531.14,1,1,1,22548.65,0,Adult,Retained
100915,28,Male,UK,8,26018.99,4,0,0,35667.97,1,Young,Churned
100916,77,Female,USA,6,197333.37,2,0,0,136093.31,0,Senior,Retained
100917,54,Male,Australia,6,133082.65,3,1,0,109111.26,0,Middle Age,Retained
100918,53,Male,India,10,73072.54,1,0,0,40747.45,1,Middle Age,Churned
100919,52,Female,Canada,7,163944.33,4,0,1,111695.47,0,Middle Age,Retained
100920,36,Female,Australia,5,160405,4,0,1,183411.55,0,Adult,Retained
100921,37,Female,Australia,10,52371.56,3,0,1,12961.64,0,Adult,Retained
100922,74,Female,Australia,2,7599.35,1,0,0,132100.42,0,Senior,Retained
100923,35,Female,India,0,108405.65,2,0,0,23993.58,0,Adult,Retained
100924,64,Male,UK,6,142377.97,4,1,0,11225.39,0,Middle Age,Retained
100925,58,Female,India,0,219151.32,3,0,0,38624.35,0,Middle Age,Retained
100926,66,Female,UK,0,232054.2,4,0,0,90352.26,0,Senior,Retained
100927,31,Female,Australia,8,132201.3,4,1,0,162445.36,0,Adult,Retained
100928,32,Male,Australia,9,188450.87,1,1,0,63539.24,0,Adult,Retained
100929,48,Female,Canada,6,109825.82,1,1,1,128877.91,0,Adult,Retained
100930,18,Male,UK,10,186520.54,2,0,0,88119.76,0,Young,Retained
100931,70,Female,Australia,3,51200.38,4,1,1,54523.04,1,Senior,Churned
100932,71,Female,USA,5,92766.18,3,0,1,107706.95,1,Senior,Churned
100933,71,Male,Canada,0,158557,4,1,0,161518.25,1,Senior,Churned
100934,20,Female,India,6,4539.49,3,0,0,168173.55,0,Young,Retained
100935,33,Male,Canada,5,180615.33,4,0,0,170838.71,1,Adult,Churned
100936,40,Male,USA,3,208883.88,3,1,0,74325.98,1,Adult,Churned
100937,74,Male,UK,6,99785.42,4,0,1,160756.65,0,Senior,Retained
100938,28,Female,India,2,111985.6,4,0,0,50313.91,0,Young,Retained
100939,29,Female,India,0,212820.55,2,0,1,150300.77,0,Young,Retained
100940,27,Female,UK,3,193913.66,1,0,0,190193.04,0,Young,Retained
100941,49,Male,Canada,2,72037.37,1,1,1,12611.33,1,Adult,Churned
100942,33,Female,Australia,0,80994.03,3,1,1,93669.15,0,Adult,Retained
100943,25,Male,Canada,1,169719.56,4,1,1,133076.49,0,Young,Retained
100944,55,Female,USA,10,140799.52,4,0,1,143337.4,0,Middle Age,Retained
100945,29,Male,Australia,4,40557.39,1,1,1,43456.67,0,Young,Retained
100946,41,Male,Canada,7,77482.48,3,1,0,194714.82,0,Adult,Retained
100947,45,Male,UK,0,224995.82,2,0,0,126900.42,1,Adult,Churned
100948,70,Female,USA,3,172043.61,2,1,0,41224.71,0,Senior,Retained
100949,25,Male,USA,3,246493.58,2,1,1,13899.28,1,Young,Churned
100950,75,Male,USA,4,191753.13,4,1,0,158820.2,0,Senior,Retained
100951,45,Male,Australia,6,235493.61,3,0,1,25143.9,0,Adult,Retained
100952,53,Male,India,7,54047.14,1,1,1,36799.68,0,Middle Age,Retained
100953,43,Male,Australia,5,192871.22,4,1,0,119217.71,1,Adult,Churned
100954,25,Male,Canada,0,5054.38,4,1,1,124666.05,0,Young,Retained
100955,75,Female,India,6,167690.01,2,0,0,140508.55,0,Senior,Retained
100956,77,Female,Canada,2,117320.57,3,0,1,84767.66,0,Senior,Retained
100957,67,Male,India,5,86690.02,3,1,0,157040.75,1,Senior,Churned
100958,45,Female,Australia,7,215601.09,2,1,1,195128.13,0,Adult,Retained
100959,45,Female,USA,6,213566.92,2,1,0,61508.04,0,Adult,Retained
100960,54,Male,UK,9,5575.43,2,0,0,143575.44,0,Middle Age,Retained
100961,58,Male,USA,5,152376.28,4,0,1,186409.04,0,Middle Age,Retained
100962,53,Male,Australia,8,91958.06,4,1,1,140394.48,1,Middle Age,Churned
100963,44,Female,India,8,103915.25,4,1,1,139410.8,1,Adult,Churned
100964,71,Male,USA,0,208010.18,1,0,0,52516.79,0,Senior,Retained
100965,34,Female,Australia,0,77459.94,1,0,0,111674.74,1,Adult,Churned
100966,26,Male,Canada,0,235762.2,3,1,1,116879.34,0,Young,Retained
100967,50,Female,UK,7,44908.46,2,0,0,143024.62,0,Middle Age,Retained
100968,70,Male,USA,9,165680.61,2,1,0,199396.08,1,Senior,Churned
100969,37,Male,India,6,168026.27,4,1,1,16392.33,0,Adult,Retained
100970,30,Female,Canada,2,63048.79,1,0,0,22394.21,0,Adult,Retained
100971,45,Female,Australia,1,81187.65,2,1,0,24810.51,0,Adult,Retained
100972,65,Female,UK,3,208699.62,3,1,0,151166.04,0,Senior,Retained
100973,46,Female,India,2,190451.31,2,1,1,35907.22,0,Adult,Retained
100974,30,Female,Australia,6,82273.97,4,1,0,128265.86,0,Adult,Retained
100975,63,Female,Australia,9,133489.14,4,1,1,71687.09,1,Middle Age,Churned
100976,52,Male,USA,7,15420.07,1,1,0,96890.79,0,Middle Age,Retained
100977,78,Female,USA,5,52186.47,3,1,0,50976,0,Senior,Retained
100978,23,Male,India,2,121455.14,3,0,0,174560.25,1,Young,Churned
100979,35,Male,Australia,5,21493.43,2,0,0,121368.56,0,Adult,Retained
100980,68,Female,USA,1,210833.09,3,1,0,189467.02,0,Senior,Retained
100981,22,Male,UK,6,179501.55,2,0,1,119173.29,0,Young,Retained
100982,64,Female,UK,10,235908.42,2,1,0,33542.53,0,Middle Age,Retained
100983,42,Female,Australia,9,173366.73,1,1,0,42465.38,0,Adult,Retained
100984,19,Male,USA,6,235100.34,3,0,0,197924.06,0,Young,Retained
100985,27,Male,India,3,138628.14,4,1,0,147857.39,1,Young,Churned
100986,73,Female,India,7,150054.65,2,1,1,19362.96,1,Senior,Churned
100987,47,Female,India,3,244242.76,2,0,0,143718.39,1,Adult,Churned
100988,67,Male,UK,6,160532.29,2,0,0,88312.88,0,Senior,Retained
100989,76,Male,USA,3,7696.64,3,0,0,68369.59,0,Senior,Retained
100990,62,Male,USA,4,180950.69,3,0,0,39271.55,1,Middle Age,Churned
100991,22,Male,UK,6,226367.17,3,0,1,169581.75,0,Young,Retained
100992,72,Female,India,9,198895.06,2,0,1,22129.86,0,Senior,Retained
100993,73,Female,India,2,145958.32,4,1,0,65068.74,0,Senior,Retained
100994,50,Female,Australia,9,167825.88,4,0,0,68212.75,0,Middle Age,Retained
100995,71,Female,Canada,4,247547.95,3,0,0,40572,0,Senior,Retained
100996,18,Male,USA,10,22665.52,4,1,0,106555.13,0,Young,Retained
100997,35,Male,USA,2,166811.21,2,1,0,12223.5,0,Adult,Retained
100998,49,Female,USA,4,70849.42,3,0,1,67185.35,0,Adult,Retained
100999,64,Female,Canada,2,160022.6,3,1,1,187389.59,0,Middle Age,Retained
101000,66,Female,Australia,10,151905.89,2,1,0,69000.62,1,Senior,Churned
101001,28,Female,Canada,9,38364.21,3,1,0,78487.28,1,Young,Churned
101002,38,Female,India,10,51686.66,2,1,0,99901.36,0,Adult,Retained
101003,43,Female,India,6,155407.39,3,1,1,116721.74,0,Adult,Retained
101004,42,Female,USA,0,32057.49,4,1,0,163654.64,0,Adult,Retained
101005,39,Female,UK,8,66295.22,3,1,0,46161.03,0,Adult,Retained
101006,76,Female,USA,8,208811.39,3,0,1,175631.81,0,Senior,Retained
101007,44,Male,UK,4,81772.88,3,1,1,153934.38,0,Adult,Retained
101008,66,Female,Canada,8,122015.04,1,0,0,147303.56,1,Senior,Churned
101009,30,Male,India,9,235285.08,4,1,0,26492.87,0,Adult,Retained
101010,50,Male,UK,5,56787.27,2,1,0,14111.73,0,Middle Age,Retained
101011,51,Female,Canada,4,97406.5,1,0,0,122862.41,0,Middle Age,Retained
101012,58,Female,India,2,151614.44,4,1,1,173995.45,0,Middle Age,Retained
101013,52,Male,UK,10,188834.73,3,1,1,121043.88,0,Middle Age,Retained
101014,18,Male,USA,10,225413.35,3,0,0,50514.62,0,Young,Retained
101015,38,Female,USA,7,228868.25,2,1,1,27198.78,0,Adult,Retained
101016,65,Male,USA,3,194160.02,2,1,0,142923.33,0,Senior,Retained
101017,72,Female,Canada,9,57082.71,4,0,1,147136.35,0,Senior,Retained
101018,23,Female,USA,2,6202.33,4,0,0,42781.02,0,Young,Retained
101019,45,Female,Australia,5,95943.48,2,1,0,15356.16,0,Adult,Retained
101020,34,Male,India,7,35387.21,4,0,1,87573.87,0,Adult,Retained
101021,22,Male,Canada,8,177596.91,2,1,1,120716.55,0,Young,Retained
101022,48,Female,USA,5,165282.65,3,1,1,144140.46,0,Adult,Retained
101023,22,Male,India,4,10992.91,2,0,1,163889.55,0,Young,Retained
101024,55,Male,UK,10,209148.44,1,0,1,126002.11,0,Middle Age,Retained
101025,20,Male,USA,1,62185.82,2,0,0,31067.32,0,Young,Retained
101026,70,Male,India,1,108056.77,2,0,0,139690.52,0,Senior,Retained
101027,40,Male,Australia,8,166983.43,1,1,1,196993.56,0,Adult,Retained
101028,54,Male,UK,1,107354.7,1,0,0,182061.07,0,Middle Age,Retained
101029,70,Male,Australia,1,110321.95,1,0,0,175617.09,0,Senior,Retained
101030,54,Female,India,2,16407,1,1,0,67412.33,1,Middle Age,Churned
101031,27,Male,Australia,2,100360.89,2,1,0,152649.75,1,Young,Churned
101032,27,Male,India,3,191211.97,4,1,1,171709.65,0,Young,Retained
101033,36,Male,India,6,228794.08,1,1,0,138881.98,1,Adult,Churned
101034,34,Male,Australia,8,103374.28,3,1,0,57606.73,0,Adult,Retained
101035,38,Male,India,1,105896.46,2,1,0,191228.45,1,Adult,Churned
101036,31,Male,USA,3,175656.78,4,1,0,95655.69,0,Adult,Retained
101037,26,Male,India,8,235693,3,1,1,34663.06,0,Young,Retained
101038,63,Male,Canada,1,66765.24,2,1,0,30857.8,0,Middle Age,Retained
101039,18,Female,India,9,110036.05,2,0,0,133028.61,0,Young,Retained
101040,68,Male,Canada,10,198993.31,3,0,0,93164.83,0,Senior,Retained
101041,62,Male,India,0,152423.39,1,1,1,27951.94,0,Middle Age,Retained
101042,30,Male,India,9,27646.59,1,0,1,150669.27,0,Adult,Retained
101043,21,Male,Australia,7,156933.18,3,1,0,161871.78,0,Young,Retained
101044,79,Female,USA,8,46686.57,4,1,0,147828.97,1,Senior,Churned
101045,18,Female,USA,6,127553.98,1,1,1,48429.57,0,Young,Retained
101046,66,Female,UK,7,132275.82,2,1,0,141057.34,0,Senior,Retained
101047,57,Female,Australia,3,219050.84,2,0,1,12037.33,0,Middle Age,Retained
101048,49,Female,Australia,3,115623.57,4,0,0,67971.31,0,Adult,Retained
101049,51,Female,USA,1,69860.61,2,1,0,85776.09,0,Middle Age,Retained
101050,45,Female,Australia,7,57741.59,1,0,1,168696.92,0,Adult,Retained
101051,48,Female,USA,10,218562.97,4,0,0,84174.93,1,Adult,Churned
101052,25,Female,Australia,1,42752.71,1,1,0,12141.19,0,Young,Retained
101053,56,Female,India,8,106467.14,4,1,0,76945.82,0,Middle Age,Retained
101054,43,Female,USA,3,46793.28,3,0,1,104795.58,0,Adult,Retained
101055,75,Female,USA,0,193326.01,2,0,1,190310.91,0,Senior,Retained
101056,51,Female,Canada,3,118593.16,4,1,0,188796.52,0,Middle Age,Retained
101057,71,Female,Australia,2,87785.92,3,1,0,44366.07,0,Senior,Retained
101058,71,Female,Australia,5,90274.91,1,0,0,45177.84,0,Senior,Retained
101059,20,Female,USA,6,213053.55,3,1,0,41042.48,0,Young,Retained
101060,76,Male,India,7,138443.49,1,1,1,159895.17,0,Senior,Retained
101061,67,Female,India,1,179466.96,4,1,1,11144.19,1,Senior,Churned
101062,29,Male,India,5,224259.63,4,0,1,34163.67,0,Young,Retained
101063,18,Female,Australia,5,225435.42,2,0,0,112212.33,0,Young,Retained
101064,71,Female,Canada,9,82127.26,2,1,0,57036.79,0,Senior,Retained
101065,61,Male,USA,4,238112.82,4,0,1,27547.73,1,Middle Age,Churned
101066,22,Female,UK,9,6218.97,1,1,0,78376.82,0,Young,Retained
101067,47,Male,Canada,9,94208.89,1,0,0,62099.44,1,Adult,Churned
101068,47,Male,UK,6,223949.71,4,0,1,107109.82,0,Adult,Retained
101069,76,Male,Canada,2,68659.22,1,0,0,196054.38,0,Senior,Retained
101070,74,Female,India,3,68270.36,4,1,1,33617.88,0,Senior,Retained
101071,34,Female,Australia,9,75655.57,2,1,0,80818.07,0,Adult,Retained
101072,65,Female,UK,8,153078.35,1,1,0,187077.15,0,Senior,Retained
101073,64,Male,Canada,3,109583.19,2,0,0,176605.88,0,Middle Age,Retained
101074,40,Male,Australia,2,181683.71,3,1,0,84911.5,0,Adult,Retained
101075,32,Female,UK,1,223727.66,2,1,0,142801.12,0,Adult,Retained
101076,54,Female,USA,4,168549.84,3,1,1,26692.83,0,Middle Age,Retained
101077,38,Female,Canada,3,51116.68,2,1,1,145382.8,0,Adult,Retained
101078,31,Female,USA,7,233170.48,2,0,0,194842.97,0,Adult,Retained
101079,19,Female,India,6,66123.22,1,1,0,112122.75,0,Young,Retained
101080,28,Male,USA,5,37473.57,2,1,1,104713.14,0,Young,Retained
101081,68,Male,USA,10,22491.82,4,0,1,45590.54,0,Senior,Retained
101082,56,Male,Canada,1,140845.94,1,1,0,130419.76,0,Middle Age,Retained
101083,55,Female,India,2,28440.62,1,0,1,122183.08,0,Middle Age,Retained
101084,77,Male,USA,9,34693.97,1,0,1,133867.28,0,Senior,Retained
101085,51,Male,Australia,8,75007.62,2,0,1,14955.82,1,Middle Age,Churned
101086,55,Male,UK,8,70413.25,1,1,0,114257.46,0,Middle Age,Retained
101087,67,Male,USA,4,151059.88,3,0,1,123037.62,0,Senior,Retained
101088,51,Male,India,2,204186.32,3,0,1,49430.73,0,Middle Age,Retained
101089,35,Female,USA,1,190337.41,2,0,1,49583.24,0,Adult,Retained
101090,47,Male,UK,7,65621.11,1,1,1,62481.45,0,Adult,Retained
101091,32,Female,India,5,61327.62,4,0,0,145227.1,0,Adult,Retained
101092,44,Female,Canada,9,241447.88,4,0,1,125190.55,0,Adult,Retained
101093,68,Female,India,10,2059.06,3,0,1,170694.9,0,Senior,Retained
101094,51,Female,Canada,6,219930.13,2,1,1,66175.13,0,Middle Age,Retained
101095,69,Female,India,0,49932.13,2,0,0,183292.93,0,Senior,Retained
101096,74,Male,UK,0,236821.08,2,0,0,151304.17,0,Senior,Retained
101097,55,Male,UK,9,85576.82,2,1,0,85052.22,0,Middle Age,Retained
101098,50,Female,India,1,110087.94,2,1,1,28099.79,0,Middle Age,Retained
101099,41,Female,USA,9,176780.15,1,1,1,58826.9,0,Adult,Retained
101100,32,Female,UK,2,146917.26,1,0,1,191785.96,0,Adult,Retained
101101,77,Male,Canada,0,79484.83,1,0,0,68969.04,0,Senior,Retained
101102,47,Female,Canada,4,138457.73,4,0,1,72681.18,0,Adult,Retained
101103,72,Male,Australia,2,182676.72,1,0,1,46021.9,0,Senior,Retained
101104,59,Female,Canada,0,10583.74,2,1,0,163301.61,0,Middle Age,Retained
101105,68,Male,Australia,7,2799.83,2,0,1,62372.4,0,Senior,Retained
101106,34,Female,India,10,114516.73,4,1,1,72749.07,1,Adult,Churned
101107,22,Male,India,5,32959.15,4,0,0,88726.14,0,Young,Retained
101108,46,Female,India,8,166086.07,3,0,0,92408.37,0,Adult,Retained
101109,21,Male,USA,2,53513.11,4,0,0,88154.75,0,Young,Retained
101110,27,Male,USA,8,108212.78,3,1,0,105711.3,0,Young,Retained
101111,73,Male,Australia,8,49417.73,1,1,0,164757.45,0,Senior,Retained
101112,34,Male,Canada,0,137120.9,2,1,1,165664.16,1,Adult,Churned
101113,27,Male,Canada,2,29013.36,3,1,0,161679.5,0,Young,Retained
101114,34,Male,India,5,5776.71,3,0,1,29213.72,0,Adult,Retained
101115,77,Male,UK,7,12782.91,3,0,1,161938.97,0,Senior,Retained
101116,37,Female,USA,3,238564.61,4,0,0,32847.84,0,Adult,Retained
101117,41,Female,USA,4,35571.55,4,0,0,33697.52,1,Adult,Churned
101118,22,Female,India,8,177119.56,4,0,1,190093.93,0,Young,Retained
101119,51,Female,USA,5,16981.55,3,1,1,165685.59,0,Middle Age,Retained
101120,23,Female,India,6,27040.09,1,1,1,114957.99,1,Young,Churned
101121,70,Male,Australia,6,127219.06,2,0,0,176244.34,0,Senior,Retained
101122,19,Male,Canada,3,116217.73,4,0,1,197979.28,0,Young,Retained
101123,30,Male,UK,3,237895.08,1,0,0,126021.99,1,Adult,Churned
101124,79,Male,Canada,3,236208.86,4,0,1,126450.7,0,Senior,Retained
101125,60,Male,Canada,10,194902.16,4,1,1,153341.14,0,Middle Age,Retained
101126,60,Female,Australia,4,150525.46,3,0,1,54106.4,0,Middle Age,Retained
101127,65,Female,USA,4,113740.08,3,0,0,41753.72,0,Senior,Retained
101128,28,Female,UK,7,89044.63,4,0,0,154320.34,0,Young,Retained
101129,68,Female,USA,8,236771.89,2,0,1,75531.91,0,Senior,Retained
101130,64,Male,Canada,1,150727.2,4,1,1,35663.37,0,Middle Age,Retained
101131,74,Male,India,10,144768.13,2,0,1,69826.77,0,Senior,Retained
101132,40,Male,Canada,6,57975.28,1,1,0,78141,0,Adult,Retained
101133,72,Female,USA,0,11674.45,4,1,0,193393.26,0,Senior,Retained
101134,33,Male,Canada,0,236297.14,2,0,0,142612.35,0,Adult,Retained
101135,48,Female,India,3,78433.81,1,0,0,110862.7,0,Adult,Retained
101136,28,Male,Australia,9,110647.26,1,0,0,194085.9,0,Young,Retained
101137,71,Male,USA,6,28659.99,3,0,1,181596.55,0,Senior,Retained
101138,33,Female,Canada,1,209231.08,1,0,1,107280.16,0,Adult,Retained
101139,25,Male,USA,10,6907.96,3,1,1,182079.13,0,Young,Retained
101140,21,Male,Australia,1,208497.69,1,1,0,86817.89,0,Young,Retained
101141,57,Female,Canada,0,35071.25,1,1,1,53779.93,0,Middle Age,Retained
101142,21,Male,Canada,9,221641.03,2,1,0,54208.85,0,Young,Retained
101143,73,Female,USA,1,182443.16,2,1,0,135839.95,1,Senior,Churned
101144,42,Male,USA,6,41167.57,3,0,1,105203.36,0,Adult,Retained
101145,20,Male,India,8,141454.5,4,0,1,135200.66,0,Young,Retained
101146,49,Male,Australia,5,78164.08,2,1,0,140354.43,0,Adult,Retained
101147,20,Male,India,9,44558.27,1,0,0,14241.35,0,Young,Retained
101148,44,Male,Canada,1,214795.55,3,0,1,20267.52,0,Adult,Retained
101149,46,Male,USA,9,100880.69,3,1,0,111208.77,1,Adult,Churned
101150,49,Male,Canada,9,99635.93,3,1,0,46296.74,0,Adult,Retained
101151,67,Male,Canada,8,42471.67,1,1,0,130181.42,1,Senior,Churned
101152,78,Female,UK,6,95766.42,2,0,1,114915.29,0,Senior,Retained
101153,75,Female,UK,10,217904.21,4,1,0,121294.47,1,Senior,Churned
101154,68,Male,Canada,0,90782.18,3,1,0,67466.52,0,Senior,Retained
101155,36,Male,USA,8,237900.89,1,0,0,131570.27,0,Adult,Retained
101156,38,Female,Canada,1,236577.22,2,0,0,167603.6,0,Adult,Retained
101157,22,Male,UK,3,36224.66,2,1,0,199633.54,0,Young,Retained
101158,35,Male,USA,8,44327.81,4,0,0,169304.43,0,Adult,Retained
101159,45,Female,Canada,3,215668.52,3,1,0,115924.76,0,Adult,Retained
101160,59,Male,Australia,2,98190.23,1,0,1,46751.62,0,Middle Age,Retained
101161,78,Male,Australia,0,1093.5,2,1,1,139474.72,1,Senior,Churned
101162,39,Female,Canada,6,68467.95,1,0,1,188154.22,0,Adult,Retained
101163,38,Male,USA,5,149407.25,2,0,0,50254.64,1,Adult,Churned
101164,23,Male,Canada,9,199816.49,3,0,1,58639.17,0,Young,Retained
101165,18,Female,Canada,3,33347.15,3,1,1,38311.62,0,Young,Retained
101166,22,Male,UK,5,27635.34,4,1,0,149977.11,0,Young,Retained
101167,58,Female,Australia,5,230523.16,2,1,1,87246.69,0,Middle Age,Retained
101168,29,Male,UK,3,187787.09,1,0,0,21912.17,0,Young,Retained
101169,43,Male,UK,5,147444.9,2,0,0,176240.5,0,Adult,Retained
